review,sentiment_gt
son derece berbat bir ürün,Negatif
ürün kırıl geldi göndermeden önce kontrol edilmeliydi,Negatif
"çok kalitesiz bir ürün 1 haftada normal kullanımda kırıldı. daha önce farklı ürünler kullandım, 5-6 ay götürüyordu. bu ürün dayanmadı. kesinlikle düşürme, çarpma, sıkıştırma olmadı. cebimde alt kısımdan, home bölümünden çatladı ve aynı gün çatlaklar büyüdü.",Negatif
gereksiz parasını hak etmeyen ürün parasını hak etmeyen bir ürün paketleme özensiz gelen ürün ekrana tam oturmasını geçiyorum yapışmıyor sürekli hava kalıyor zaten ekrana küçük geliyor alacak olan arkadaşlar başka bir mağazadan almalarını ısrarla tavsiye ederim sakın almayın !!!!,Negatif
sakın almayın koselere felan gitmiyor resimde ki gibi degil ayrica kenarlarda tam yapismiyor. sorun bende degil cok duzgun taktim urun berbat.,Negatif
berbat berbat. berbat. berbat. berbat berbat berbat berbat berbat berbat berbat. berbat berbat. berbat. berbat. berbat,Negatif
taktım 2 gün geçmedi cebimde kırıldı lafta kırılmaz,Negatif
"ürün anlatıldığı gibi değil, tam koruma vs hikaye..",Negatif
ürün sanki kullanılıp iade olmuş,Negatif
aldım durduk yere ufaktan köşesi kırılmaya başladı baktım aşağılarda öyle dandik gevrek bi ürün,Negatif
kesinlikle tavsiye etmiyorum camı kırık gönderdiler iki kez.,Negatif
gelmedi kaç gündür halen elime ulaşmadı bilgilendirme de yok,Negatif
kesinlikle tavsiye etmiyorum.3 adet sipariş ettim 1 adedi kırık çıktı mağazayla iletişime geçtim iade talebi oluşturun gönderelim dediler fakat iade talebi oluşturduktan sonra iptal ettiler ver mesajlarıma cevap vermediler. sonuçta 1 tane dandik cam için bunu yaptılar tavsiye etmiyorum.,Negatif
kullanamadım çünkü ekrana yapışmadı 3 tane almıştım hepsinee aynı sorun vardı. instagramdan durumu bildirdiğimde sonraki siparişinizde size bir adet hediye edelim dediler dalga geçer gibi. ilk yapışları da değil bunu. aynısını babamın başına da gelmişti. gerçekten bi hata olduğuna inanıp tekrar sipriş verdim. bir daha asla vermeyeceğim,Negatif
dikkatsiz bi şekilde gönderim olmuş kontrol edilmeden,Negatif
ürün kırık geldi param çöp,Negatif
gösterildi gibi değil,Negatif
kalitesiz hayir beğenmedim,Negatif
farklı ürün yollayıp ürün kalmamış bahanesi duyarsanız şaşırmayın.,Negatif
ürün yarısı çatlak geldi kargo şirketi saolsun kırdım attım bi paket sigara parası gitti,Negatif
taktim ama kirirldi az bişey onuda gectim siparişte yaninda kilif istedim şeffef kilif o gelmedi,Negatif
"köşeleri görseldeki gibi değil. farklı üürn gönderiyorlar, hiç memnun kalmadım.",Negatif
hayır lekeli cam,Negatif
beğenmedin kalitesiz ürün,Negatif
güzel değil hava kabarcığı kalıyor ve gitmiyor,Negatif
ürün kalite pek iyi bulmadım,Negatif
düşük kalitede ürün,Negatif
ürün gösterildiği ve açıklamadaki gibi değil,Negatif
çok kalitesiz ürün para vermeyin,Negatif
tavsiye etmem beğenilecek bir ürün değildir,Negatif
urun kirik geldi urun kargodan kirik geldi paketleme ozenli yapilmamis,Negatif
kalite sıfır ürün kalitesiz ...,Negatif
ürün cami maalesef kırık geldi bu nasıl bişy yazık paraya yazık,Negatif
tavsiye etmiyorum ürün hava kabarcıkları bırakıyor ve aşırı leke kalıyor.,Negatif
beğenmedim gelen kırılmaz ekranda leke var çöpe attım,Negatif
rezillik hayır ürün kırıkezik ve berbat bir şekilde geldi,Negatif
"tam bir fiyasko.... bu mağazadan daha önce ürün almıştım, gelen ürünler kaliteli ve güzeldi ancak bu sefer aldığım 3 ekran koruyucu ise tam bir fiyasko. çok kalitesiz ürünler. ekrana yapışmıyorlar. ne yaparsanız yapın kenarları hep balon kalıyor. eğer ürünün böyle olacağını bilseydim asla almazdım. alacak kişilere tavsiye etmiyorum.",Negatif
beğenmedim insan bu kırılmaz camın içne bir ıslak bir kuru bez koyar dı bide yapışmadı hava var ekranda,Negatif
aşırı kırılgan daha telefon hic dusmeden kenarlari ufalanmaya basladi. iyi bir cam kalitesunde degildi.,Negatif
çok dandik ürün... kargo çok özensizdi naylon bir kabın içine koyup göndermişler gönderdikleri kapta kırılmıştı. kenarları tam kapatmıyor takarken baya hava kaldı ve kırıldı rezalet tamam ucuz ama bedavada değil 15 lirayı çöpe attık,Negatif
"umduğum gibi değil ürün belirtildiği gibi kavisli ekran değil, ekranda onlarca kabarcık oluştu ve bir türlü geçmedi. parmak okuyucu kısmı rahatsız edici şekilde kabartı oluşturdu. 4-5 tl olan karılmaz ekranlar daha başarılı tekrar onlardan alacağım .",Negatif
hayır beğenmedim direk çöpe attım,Negatif
hayır bilerek yanlış ürün gönderdiklerini bildirdiler,Negatif
ürğn kalitesiz begenmedim,Negatif
kalitesiz ürğn begenmedim,Negatif
kalite düsmüş ilk siparisim ne kadar iyiyse bu malesef o kadar kotuydu dokunmadan kiriliyorlar. ilk aldigim urunden memnun oldugum icin siparis vermistim ancak bir daha vermem.,Negatif
ürün kırık geldi koruyucu ambalaj berbattı,Negatif
kalitesiz 1 ay bile dayanmaz. kalitesiz ürün. tercih etmeyin,Negatif
düşük kalite hayır beğenmedim. kalitesiz,Negatif
"görünenden farklı ürün tam oturmuyor kenarlarda boşluk kaldı, ürün paketi ile içindeki ürünlerin tanıtımı birbirinden farklı birinde 11d yazıyor birinde 9d, çok sorun değil parmak izi okuyucu bölmesinde azda olsa kırık var çok küçük olsada kırık kırıktır, 19 tl ye mükemmeli aramıyorum ancak biraz daha iyi olabilirdi",Negatif
ürün kalitesiz ve kötü daha önce almıştım kaliteliydi bu sefer ikinci günü kırıldı bir daha asla almam.,Negatif
"taktım uydu, sağlamlığı kullanmadan bilemiyorum ama güçlü darbelerden korumaz ancak cebinizde bir şeyler değmesinden kılcal çiziklerden koruyabilir.",Negatif
berbat kesınlıke tavsiye etmiyorum.alan kişi pişman olur,Negatif
"aldığım ürün defolduydu , üzerinde bir çok çizik vardı , takmadan çöpe atmak zorunda kaldım , onun için tavsiye etmiyorum , almayın.",Negatif
"1-ürün beş para etmez. 2-faturasız ürün satıyorlar. 3-kaçak ürün satmak yasadışıdır,alanda satanda suçludur.",Negatif
kaliteiz hayır tasvye etmem kısa mesfede düştü catadı hemen,Negatif
hayır yanlış istemediğim ürün geldi nasıl beğenebilirim üzerine bir dünya yol gidip geldim ayıptır,Negatif
"ürün kutu.....,....",Negatif
kalitesiz ürünler telefonun kenarlarına asla yapışmıyor. üstlerinde tozlar ve pislikler mevcut. başka bir yerden almanızı tavsiye ederim.,Negatif
berbat maalesef beğenmedim,Negatif
takarken kırıldı kesinlikle hayır,Negatif
beğenmedik boşuna para verdik,Negatif
hayal kırıklığı ürünü ilk aldığımda gayet iyiydi beğenmiştim tekrar sipariş verdim ve 3 kaptan 2 si kırık çıktı güvenimi sarstı mağaza,Negatif
hayır sorunlu çizikler mevcut tavsiye etmiyorum,Negatif
ürünüm kırık geldi kesinlikle alışveriş yapmanızı tavsiye etmem,Negatif
kırık ürün ilgisiz mağaza ürün üst sol kısım çatlak çıktı paketleme aşamasında kontrol edilmemiş paket içinden iletişim numaralarını aradım mesaj bıraktım kimse kaileye bile almadı ürünü iade etmek yerine yorum daha faydalı olacağını düşünüyorum esnaflık malı satana kadar olmamalı,Negatif
"ürün başarısız bir ürün. amacı ekranı korumak olan bir ürünün de iyi kötü dayanıklı olması lazım ancak en ufak darbede kırılıyor. 3 tane aldım, 3'ü de aynı hafta içinde kırıldı. promosyon aldığım kablolardan biri iki hafta dayandı, diğerinin de usb giriş yerindeki plastiği çıktı.",Negatif
uzak durun..!!!!! kesinlikle uzak durun yorumlara baktım hep yanlış renk gönderildiği yazıyordu yine de hatadır dedim istemeden olmuştur dedim ve gittim sipariş verdim vermez olaydım siyah sipariş ettim bana da beyaz gönderdiler resmen dalga geçiyorlar. ayrıca 7_8 günde anca geldi onu da ben kendim gittim aldım kargo şirketi getirmedi biz getiremiyoruz sen gelip alıyorsun dedi pes.,Negatif
berbat berbat berbat ilgisizlik hat safa’da,Negatif
"çok kötü ürünün kullanımı çok kötü , ekranda kayma hissiyatı yok sanki beton zemine sürüyormuşsunuz gibi bir his veriyor ( önceki kullandıklarıma göre ) , çok fazla parmak izi bırakıyor ve ekran temizlenmesine rağmen çok çabuk kirleniyor. ürün kesinlikle fiyatının ürünü değildir. az bir miktar eklenerek daha iyi kalitede ürünler alınabilir. ürün durduk yere kırılmıştır. hiçbir düşüm etkisi yaşamamıştır.",Negatif
kalitesiz baloncuk kalıyor üründe. kalitesiz iki adet ekran koruma harcadım yine de baloncuk kaldı. şeffaf slikon kılıfları da çizik ve kirli. kesinlikle bir daha tercih etmeyeceğim bir ürün.,Negatif
maalesef biri kırık çıktı keşke ürünler gönderilmeden kontrol edilse. bell ki ürün pakette koyulmadan önce kırıkmış. kutu içinde böyle kırılması zor. 3 al 2 öde diye kampanyaya katıl 1’i kırık çıksın. üzücü,Negatif
yanlış ürün geldi ürünü yanlış göndermişsiniz beğenmedim,Negatif
1 hafta kullanmadan kırıldı yanlardan çok inçe tavsiye etmiyorum,Negatif
ürün çok kötü kalitesiz sözde kırılmaz cam ama okadar ince ki daha takarken kırılıyor tavsiye etmem alacaklara başka ürünlere baksinlar,Negatif
kesinlikle koruyucu falan değil,Negatif
tam bir rezillik hem mağazası hem ürünü sakın bulaşmayın kırık cam yolladılar kabulde. etmediler,Negatif
kötü ekran daha önce de almıştım. ama bu 3 tanesi aynı yerlerden kabarcık bıraktı,Negatif
"kalitesiz nisan ayından beri aldığım 7. ürün oldu. nasıl oluyor bilmiyorum ama 1 haftada kırılıyor, çatlıyor. çok kalitesiz. bir daha sipariş vermeyeceğim.",Negatif
kesinlikle tavsiye etmiyorum uzak durum,Negatif
kesinlikle beğenmedim 3d falan değil bu resmen köşeli,Negatif
"kalite sıfır ürün cama yapıştığında üst ve alt taraftan boşluk kalıyor, taktıktan sonraki gün zaten kırıldı. adı kırılmaz cam.",Negatif
"ürün cama yapıştığında üst ve alt taraftan boşluk kalıyor, taktıktan sonraki gün zaten kırıldı. adı kırılmaz cam.",Negatif
özensiz paketleme yanlış kılıf 3 kere sipariş verdim ilk ikisinde kargolar iyi gelmişti ama 3.siparişimde paketleme yıpılmamıştı kargo poşetine öylece koyulmuştu iphone 8 plus kırmaz cam siparişi ve silikon kılıf siparişi veriyorum silikon kılıflar iphone 7 geliyor 7 plus bile değil boş boşuna kılıf parası verdim,Negatif
"ürün sonradan gönderildi dendiği halde elime ulaşmadı hayır, çünkü ürün asla gelmedi",Negatif
kötü kötü beğenmedim,Negatif
elime ulaşmadan geri göndermişler,Negatif
mağaza fatura kesmiyor. yasa dışı satış yapıyor. ayrıca ürünler beş para etmez. maliyeye şikayet edeceğim. fatura kesmeden eticaret yapamazsınız...,Negatif
"çok kötü,hassasiyet sorunu,sağlam değil daha önce küçük koruma kullandım , bu ürün ilk olarak çok kalın ve dokunmatikde hassaslık yaratıyor, çok hassas daha ilk günde cebimde köşelerinden çatladı kendi kendine koruyucu boşu boşuna alıp da canınızı sıkmayın bence.",Negatif
ürün anlatıldığı gibi şayet defolu çıktı,Negatif
ürünler hasarlı geldi ama kullanılmayacak gibi değildi. gondermekle uğraşmadım.,Negatif
berbat. üretim hatası ürünü göndermişler ziyan oldu paramız ürün güzel paketli idi. ancak kendisini berbat. ürünün kendisini kendi plastik ayracından çıkardığımda kendi yapışkan kısmının yüzeyinde nerdeyse yarısında toz falan yapışmış haldeydi. yani sanki üretim hatası ürünü bş güzel paketleyip göndermişler,Negatif
kalitesiz ve basit üç adet aldım biri kırık çıktı diğer ikisi yapışmıyor arada boşluk kalıyor. kesinlikle ne ürünü hem satıcıyı tavsiye etmem,Negatif
"kalitesiz ürün, kötü kargo sonuç hem hayal kırıklığı hem kırık ekran",Negatif
kalitesiz ürün kötü kargo sonuç hem hayal kırıklığı hem kırık ekran,Negatif
çöp berbat şakın almayın 5 para etmez kalitesiz bi ürün iade etmeye erindim,Negatif
ürün kalitesi berbat inanılmaz kalitesiz bir ürün ali express de 5 liraya satılanlardan hiçbir farkı yok ben pişman oldum az daha para verip kalitelisini alın,Negatif
sorunlu ürün çok çabuk kırılıyor,Negatif
kesinlikle almayın ürünü beğenip beğenmemek önemli değil mağaza söyleneni yapmıyor eksik gönderim yapıyor iade başlattığınızda ise iade yi kabul etmiyor,Negatif
ürün bekleneni fiyat olarak karşılıyor ama hediyeli paket almayın içine eksik koyuyorlar siz iade ettiğinizde ise iadeyi reddediyorlar,Negatif
ilgisiz mağaza. ürünü satın alırken beyaz ve siyah renk karışık istemiş olmama rağmen mağaza hepsini siyah gönderdi. müşteri taleplerini değerlendirme bakımından çok zayıf ve yetersizler. ürün ile ilgili sorun gözükmüyor.,Negatif
lütfen paranızı ziyan etmeyin. ürün 3 günde elime ulaştı. özensiz paketlenmişti ve defolu ürün yolladılar. bugüne kadar sayısız ekran koruyucu yapıştırdım bu kadar kalitesizini ilk defa gördüm. 35 liraya 3 tane ekran koruyucu alacağıma 35 liraya 1 tane düzgün alsaymışım keşke. göz göre göre yapışkanı defolu ürün yolladılar. yazık. 30 lira için düştükleri duruma bak. yazık...,Negatif
"ürünü hiç beğenmedim. 3 adet ürün almıştım hiçbirini bir hafta bile sağlam kullanamadım. biri takıldığı gün parçalandı, diğer ikisi düşme darbe herhangi bir şey olmadığı halde 2. gün kırıldı...",Negatif
hayır beğenmedim sağlam kargo yapılmayan ucuz bir malzeme,Negatif
hiç görmedim gelmedi,Negatif
ürün rezalet. aldıktan sonra telefonun otomatik ekran parlaklığı özelliği çalışmıyor. ürün ekrana tam oturuyor fakat alt ve üst tarafları siyah olduğu için üstteki sensörleri kapatıyor. aldım bir gün sonra çöpe attım. sakın almayın.,Negatif
ürünün yanında kartvizit göndermesi ayrıcalık,Negatif
ürün kırık çıktı param boşa gitti mağaza sahibi yeni ürün göndericeğini söyledi ama yalancı söylemiş ne ürün geldi ne param,Negatif
ürün güzel fakat faturası gelmedi,Negatif
ürünün hemen kargoya verdi fakat ekran koruyucu temizleyecek temizleme mendili göndermemiş haliyle pürüzler oluştu ekranda,Negatif
göründüğü gibi değil ürün her yerinde kabarcık kaldı tavsiye etmiyorum,Negatif
ürün hayal kırıklığı tuş tarafı enine kafam kadar cizgi fotolarda belirtemedim ama takmadım bile... iade için uğraşmıyorum 17₺ size helal mi haram mı siz belirleyin.. herşey güzel ama insan bir malını kontrol eder. hayırlı satışlar... mahalle telefoncularından alın cizik kırık olmaz... takmadan çöpe atıldı hayırlı olsun,Negatif
gönderilen koruyucu ile telefon uyumsuzdu.ekran boyutları telefon ekran boyutundan küçük ve ekranı kırpıyor.çöpe atılmış bir sipariş oldu benim için.,Negatif
faturasız ürün nasıl satıyorsunuz? maliyeye şikayet edeceğim sizi!!!,Negatif
ürünün kalitesi çok kötü kaçıncıya alıyorum 2 3 günde kırılıyor,Negatif
kötü ürün o kadar ekran koruyucu aldım bundan kötüsünü görmedim ekrana yapıştırdığımda 3 tanesinde de hava boşluğu kaldı,Negatif
saçma sapan ürünler geldi hayır beğenmedim kötü,Negatif
çok kalitesiz..sakın! aşırı kalitesiz.hemen kırılıyor.sakın düşünmeyin.,Negatif
sakın!! ürün aşırı kalitesiz..daha 5. gün çatladı ki telefonumu asla yere düşürmedim. aynı üründen 3 tane aldım ayrı telefonlara takmıştım ki hepsi ya 5. gün ya 7. gün kırıldı.sakın almayın.biraz daha para verin daha kalitelisini alın..,Negatif
"ürün kalitesi inanılmaz kötü,kırılmaz cam diye satılıyor ama bildiğiniz sert plastik. 3 al 2 öde kapanmasından dolayı iade etme ihtimalim var mı bilmiyorum.varsa bilgi verin lütfen..yazık verdiğim parama acıyorum. kesinlikle almayın..",Negatif
çok dandik almayın taktığım gibi herhangi bir darbe gelmeden iki tarafından çatladı. almayın.,Negatif
ürün hiç beklediğim gibi çıkmadı.taktığım gün üst kısmı kırıldı.beğenmedim.,Negatif
çok kötü. kesinlikle tavsiye etmiyorum. ürün çok kötü. ortada bir cam var. camın etrafı plastik. telefon üzerinde inanılmaz çirkin bir görüntü oluşturuyor. kesinlikle tavsiye etmiyorum. çok kalitesiz,Negatif
"kalitesi berbat ürün ucuz olduğu için çok da bir beklentim yoktu ama bu beklentilerimin de altında. zerre beğenmedim. orda bir cam var ve kenarları cam değil. ortadaki cam genişliği ekrandan dar. kör noktalar var. kenardaki plastik kısım da çok kalitesiz. kılıfı takınca kılıfın kenarları itiyor ve yanlardan kalkma yapıyor. kısacası paranız boşa gider, kullanılacak bir şey değil.",Negatif
daha öncede aynı ürünü aldım ancak son aldığım 3 adetinin kalitesi çok kotuydu üçünüde attım bir işime yaramadı. daha önce gönderilenler çok daha kaliteli ürünlerdi bunlar ekranda hava boslugu bırakıyor malzeme kalitesi çok daha kötü. konu ile ilgili iyileştirme yapılacagını umut ediyorum,Negatif
hayal kırıklığı oldu,Negatif
geçen yıl bozuldu ve çöpe attım.,Negatif
bu ürünü alalı çok olmuştu ürün hiç çalışmadığı için iade etmiştim. sakın paranızı çöpe atmayın. ucuz etin yahnisi yenmez derler.,Negatif
kullanılmış kulaklık gönderilmiş. paket içinde kullanma klavuzu ve üst jelatini yoktu. mutemelen iade edilmiş ürün göderildi. aynen çöpe attım.,Negatif
ürün maalesef çalışmıyor yahut şarj olmuyor,Negatif
"işe yaramaz denemek için almıştım, hata olduğunu gördüm. oyuncak gibi bir şey.",Negatif
berbat ürün almayin ürünü aldım iade verdim ne iadem geldi ne ürünüm ne param ortada kaliyonuz almayın sakina,Negatif
urun hatali urun hayali olduğu icin,Negatif
sıkıntılı hayır ürün anlatıldığı gibi degil,Negatif
ürün beklediğim gibi gelmedi ürün güzel deyil ses seviyesi yerlerde almayın aldırmayın be. aldım pişmanım,Negatif
ürün berbat hayır asla beğenmedim kesinlikte tavsiye etmem,Negatif
parayı çöpe atmayın 50 tl lik üründen ne beklersiniz ki.. küçücük bir şey kulağıma bile girmiyor sesi de net değil 50 tl çöp oldu bunu 5 yaşındaki kardeşim kullanır ancak yapılan yorumlara aldanmayın 1 yıldızli olanlara bakın onlar gerçek olan yorumlardır..,Negatif
kesinlikle tavsiye edilmez. şarj kesinlikle sıkıntı…devamlı takılı kalırsa ancak kullanılabiliyor,Negatif
"ürün kulaklığının altında yer alan jak, bir süre sonra çalışmıyor.",Negatif
yok radyo çalışmadı ve küçük,Negatif
bluetooth bağlanmıyor bozuk sakın almayın geri iade almıyor mağaza paranıza yazık olur,Negatif
ürün aşırı kötü ürün şimdiye kadar aldığım en kötü ürün diyebilirim n11'den uzun süredir alışveriş yaparım ilk defa böyle bir şey ile karşılaştım. ürün ne anlatıldığı gibi ne gösterildiği gibi ürünün sol tarafı tamamen kırık geldi ürünün yapılan plastiği çok dandik yanında adaptörü gelmedi. kutusu hırpalanmış gibi ufacık kutuya koca kulaklığı koymuşlar çıkarması bile güç yani diyeceğim o ki rezalet yaşadım kargo firmasıda 1 haftadır çağırmama rağmen gelmedi ürünü iade de edemedim diyeceğim o ki ürüne 0 veriyorum,Negatif
çok kalitesiz kesinlikle hayır ürünü çok kalitesiz,Negatif
kötü ürün radyo çalışmıyor tek yıldiz bile fazla hayır memnun değilim,Negatif
insan bi denerde gönderir bozuk kulaklıgı göndermişler,Negatif
"kırık kulaklık hayır, artık bu mağazadan hiçbisey almam. kırık kulaklığı göndermiş bana.",Negatif
arızalı ürün hiç beğenmedim,Negatif
"ayni gün edilen iade talebi red ettiler ıade kesinikle yapmıyorlar,ona göre sipariş verin.kulaklık hiç takmadım.kurye getirdi,açtım,denedim,sağ kulak tarafta plastikte gevşeklik olduğu için kulağıma uymadı,yoksa bu modelin aynısını aylardır kulandım.aynı gün geri gönderdim,ancak red ettiler.soru cevap kısımda da,soruma,sanki red talebimi hala değerlendiriyor gibicevap yazdılar,halbuki çoktan ürünü bana tekrar geri gönderdiler ve konuyu kapattılar.",Negatif
"iadeyi kabul etmiyorlar ürün çok kötü ,sakın ’’muhtesempazar’’ satıcıdan ürün almayın kulaklığın ambalajı açıldı diye iadeyi kabul etmediler ve üstelik ürünü de geri göndermiyorlar insanları böyle kandırıp para kazanıyorlar",Negatif
gayat kötü ürün ilk günden sesinde cızırtılar var,Negatif
çöpe attım şuanda,Negatif
çin malı bir yıldız bile çokk almayın tavsiye etmem sürekli bağlantı hatası yaşıyorsunuz almayınızzz,Negatif
beş para etmez ürün çok dandik kulağa oturmuyor ve ses kalitesi düşük beğenmedim iade talebinde bulundum iademi kabul etmediler ney miş hijyen ürünmüş iadesi olmazmış ama satarken iadesi yok demiyorlar sakın almayın,Negatif
urun kırık geldı,Negatif
ürün görünüm iyi ama kablosuz bağlantı yok var gözüyor,Negatif
aldım hiç açamadım şarjı yoktu şarja taktım yine olmadı. çocuğun hevesi kursağında kaldı. ayrıca ne garanti belgesi var ne kullanım klavuzu tavsiye etmiyorum.,Negatif
kesinlikle hayır fatura ve garanti belgesi göndermiyor bir daha alışveriş yapmam.,Negatif
"kalitesiz ürün,para boşa gitti asla, pişmanım..kalitesiz ürün, arızalı cıktı üstelik",Negatif
çöp tam bir fiyasko anlatıldığı gibi değil beş para etmez iletişim yok hoparlör un biri çalışmıyordu açtım hoparlör bile yok içinde iade etmek için vaktim olmadı haram zıkkım olsun,Negatif
berbat iğrenç arkadaşlar hazır paranız boşa gitmesin biraz daha bekleyin daha iyisini alın bunu almayın,Negatif
hayır beğenmedim kaplo bağlantı çalışmıyor,Negatif
berbat hiç beğenmedim berbat bir ürün berbat bir kargo. ürünün kutusu hasarlıydı paket çamur içindeydi. kulaklığın katlanması çok zor kırılıcak gibi oluyor. parasını hak etmeyen bir ürün başka satıcı başka kargo olan bir yerden alın.,Negatif
madem sectigim renk gelmeyecek ozaman renk seçeneği koymayın nasılsa kafanıza göre gönderiyorsunuz.,Negatif
urunu begengim ama faturam gönderilmedi,Negatif
uzak durun uzak tutun beğenmem için ortada bir ürün olması lazım,Negatif
"dandik çin malı kullanmaya başladıktan bir kaç hafta sonra bozuldu, klasik dandik çin malı. hiç paranızı boşuna harcamayın",Negatif
hatalı ürün geldi hayır hatalı bozuk ürün,Negatif
ürün geldi kırık ve geri dönmek için reddetti,Negatif
şarj olmuyor açtım baktım batarya patlak ürüne lafım yok ama satan insan bi kontrol ederde gönderir demi ama. şimdi ben bunu iade etsem sürat kargo benim kaldığım yerde yok uğraştığıma değmez. sadece diyeceğim hakkım helal etmiyorum,Negatif
kusurlu ve hatalı olduğu için deneyemedik,Negatif
beğenmedim ürün dışarı çok ses veriyor tavsiye etmem,Negatif
"mağaza rezalet, iletişim 0, iade kabul etmiyorlar, kargo kaç günde geldi bilmiyorum bile mesajlara dönmüyorlar , ürün kırık geldi, boşa para harcarsınız ,n11 ile iletişime geçmeme rağmen mağazanın umrunda değil böyle mağazalar n11.com a yakışmıyor",Negatif
hayır bluetooth çalışmıyor,Negatif
sakın almayın hayır eksik geldi,Negatif
defolu üretim defolu ürün geldi. 2 adet aldım. ikisi de bükülme yerlerinden sorunlu. inanılmaz sert. açıp kapatma yapamazsınız. yaparsanız bir iki defadan sonra kesin kırılır. kullanmadan iletişime geçmeme rağmen iade almıyorlar ve mesajlarıma otomatik onaydan sonra cevap verdiler. n11 bu otomatik onay ve bu duruma çözüm bulmalıdır.,Negatif
defolu ürün geldi. 2 adet aldım. ikisi de bükülme yerlerinden sorunlu. inanılmaz sert. açıp kapatma yapamazsınız. yaparsanız bir iki defadan sonra kesin kırılır. kullanmadan iletişime geçmeme rağmen iade almıyorlar ve mesajlarıma otomatik onaydan sonra cevap verdiler. n11 bu otomatik onay ve bu duruma çözüm bulmalıdır.,Negatif
kanser olursunuz tamamen kanserojen kokuyo kulağıma uymadı daha ne yapım beğenmedim kargo verilme süresi bir hafta kanser olursunuz bu dünya için değeymez,Negatif
sakın almayın ürün eksik geldi kulaklığın kablolarının hiç biri gelmedi kutudan sadece kulaklık çıktı defalarca ulaşmaya çalıştım kimse ilgilenmedi bence buradan almayın mağdur olmayın,Negatif
ses kalitesi kötü.. bass zaten yok ama fiyatıda ona göre,Negatif
"hayır, radyo özelliği yazmasına rağmen bu özellik yok",Negatif
bozuk mal aldığım ürün bozuk çıktı sahip çıkmıyorlar,Negatif
bozuk ses cızırtılı geliyor doğru düzgün telefona bile bağlanmıyor oğlum mutlu bir şekilde sipariş ederken kulaklığın çalışmadığını görünce çok üzüldü,Negatif
kargo cok kotu.....,Negatif
ucuz etin yahnisi bu kadar olur fiyatına göre çocuğa oyuncak niyetine,Negatif
ezalet mağaza. adam akıllı paket yapmadıkları için ürün kırık geldi. mağaza geri gönderdiğimizde tutanak tutmadığımız için iade kabul etmediler. boşa giden 40 lira. sorun mağazada değil. böyle basit firmalara taviz veren n11 de ! siz siz olun bu mağazadan alışveriş yaparken dikkat edin. yorumlara bakarak sipariş verdim ama 3 kuruşluk ürün için beni yalancı çıkardılar ürünü deneyemeden boşa giden 40 lira yazık,Negatif
tavsiye etmem kesinlikle ürünün telefon ile bluetoot eşleşmesini hiç bir şekilde yapamadık. radio özelliğini hiç bir şekilde çalıştıramadık. ürün satış aşamasında yazıldığı özelliklerinin çalışmaması nedeniyle iade sürecini başlattığımızda ise 14 günlük cayma hakkına sahip ürün olmadığı gerekçesi ile çalışmayan ürün iade ettiğimiz ürünü tekrar bize gönderdiler fakat ürün de tekrar tarafıma ulaşmadı ama sisteme teslim edildi olarak girildi. anlayacağınız mağduriyet yaşadık. mağdur olmamak için dediklerimi dikkate almanızı öneririm. fakat buradan n11 e bir teşekkür etmek isterim. ürünün ederinden fazlası ile tarafımıza kupon yükleyerek mağduruyetimizi giderdiler. bu sayede ürünü daha dürüst ve düzgün çalışan başka bir firmadan n11 aracılığı ile daha kaliteli bir kulaklık alarak temin ettik.,Negatif
rabbime havale ettik çalışmayan ürün gönderip bide ürün elimize gelmedi diyen bir mekan cı ya ne denir,Negatif
sadece fiyatı için almayın kesinlikle kesinlikle biraz daha para ekleyip işe yarar bişey alın.,Negatif
arızalı kulaklık kırık geldi iadeyle uğraşmak istemedem uzatmaya çalıştığınızda her an kırılacakmış hissi veriyor almayın tavsiye etmiyorum,Negatif
plastiği kötü kokuyor,Negatif
çok kötü ürün çok basit kullanışsız.çocuklar için idare etsin bile denilemez.stereo değil.iki hoparlör tek kanaldan besleniyor.kırık geldi.iadeyle kargoyla uğraşmamak için mağazayla irtibata geçmedim.,Negatif
hayır. magaza donus dahi yapmadı. ve eksik parca var.,Negatif
yorumlara aldanıp almayın,Negatif
şarj yeri sorunlu,Negatif
almayin hayır almayın pisman olursunuz,Negatif
berbat ötesi hayır tavsiyede etmiyorum,Negatif
sipariş ettiğimiz ürün gelmedi biz radyolu kulaklık sipariş ettik. ama normal kulaklık gönderildi. e tabi mevzu çocuklar olunca da iade edemedik.,Negatif
berbat ürün çok basit.paranız boşa gider.mağaza iletişimi çok kötü.iadesi olmuyor.,Negatif
çok kötü beğenmedim çok kötü,Negatif
kırık kulaklık gönderiyorlar. ilgisiz satıcı. bir muhatap bulamadım. kırık kulaklık geldiği halde iadeyi kabul etmiyorlar. çeşitli bahaneler buluyorlar. allah'a havale ediyorum.,Negatif
tavsiye etmem farklı ürün gönderiyolar,Negatif
iletişim memnuniyetsizliğim tavsiye etmiyorum.,Negatif
berbat hayır hiç beğenmedim.,Negatif
asla almayın aldirmayin,Negatif
aldıgım ürün bir tarafı patlak çok cızırtı yapiyordu geri iyade ettim kargo ellerine ulaştı ama bana geri dönüş kimse yapmadı ben para iadesi istiyorum magza çok kötü iletişimi felan olsun,Negatif
"adresim yanlış, kulaklık kırık, karlı alışveriş ürünü kullanmak. kısmet olmadı.",Negatif
yırtık kablo paketten çıktı kablo yırtık geldi,Negatif
